Summary,Temperature (C),Humidity,Pressure (millibars)
Mostly Cloudy,13.38333333,0.95,1015.32
Mostly Cloudy,13.89444444,0.92,1015.53
Overcast,14.03333333,0.92,1015.56
Overcast,15.02777778,0.86,1015.7
Overcast,16.08888889,0.78,1015.31
Overcast,16.09444444,0.78,1015.2
Overcast,17.17777778,0.67,1014.78
Overcast,17.17777778,0.63,1014.19
Overcast,17.06666667,0.64,1013.78
Overcast,16.09444444,0.78,1012.92
Overcast,15.07222222,0.82,1012.58
Overcast,14.92777778,0.83,1011.37
Overcast,13.84444444,0.9,1010.65
Overcast,13.82222222,0.9,1009.1
Overcast,12.42777778,0.87,1008.74
Overcast,12.24444444,0.87,1006.87
Mostly Cloudy,11.68888889,0.9,1007.95
Overcast,10.78333333,0.93,1007.75
Overcast,11.66666667,0.76,1023.1
Mostly Cloudy,11.11111111,0.78,1023.11
Mostly Cloudy,10.61666667,0.86,1025.77
Partly Cloudy,9.561111111,0.86,1023.2
Partly Cloudy,9.538888889,0.87,1023.49
Mostly Cloudy,8.805555556,0.92,1023.68
Overcast,9.05,0.93,1024.08
Mostly Cloudy,11.13888889,0.81,1024.48
Mostly Cloudy,12.21111111,0.75,1025.1
Mostly Cloudy,12.94444444,0.72,1025.46
Mostly Cloudy,13.91666667,0.64,1025.57
Mostly Cloudy,16.07777778,0.56,1025.72
Partly Cloudy,16.13888889,0.58,1025.78
Mostly Cloudy,16.25555556,0.57,1025.68
Partly Cloudy,17.34444444,0.55,1025.63
Partly Cloudy,17.31111111,0.57,1025.38
Partly Cloudy,17.87222222,0.55,1025.18
Partly Cloudy,17.46666667,0.55,1025.12
Mostly Cloudy,16.27222222,0.7,1025.08
Mostly Cloudy,15.18333333,0.66,1025.27
Mostly Cloudy,14.25555556,0.7,1025.7
Mostly Cloudy,13.75,0.77,1025.98
Overcast,13.12777778,0.78,1026.19
Mostly Cloudy,12.67222222,0.88,1026.32
Overcast,11.13888889,0.93,1007.42
Overcast,11.13888889,0.93,1006.14
Overcast,10.16111111,0.93,1002.53
Overcast,10.55555556,0.96,1005.71
Overcast,10.57777778,0.96,1005.35
Overcast,10.58888889,0.94,1005.41
Overcast,11.06666667,0.93,1005.53
Overcast,11.13888889,1,1005.03
Overcast,12.05555556,0.94,1005.17
Mostly Cloudy,12.73333333,0.9,1004.43
Overcast,12.73333333,0.9,1004.07
Partly Cloudy,14.56111111,0.84,1004.4
Overcast,12.71111111,0.83,1004.19
Overcast,12.17777778,0.86,1003.57
Overcast,11.35,0.87,1003.4
Overcast,11.16111111,0.93,1002.33
Overcast,11.13888889,0.93,1002.12
Overcast,11.21666667,0.93,1001.95
Overcast,11.13888889,0.93,1001.84
Overcast,11.08888889,0.93,1001.45
Overcast,11.07777778,0.93,1000.89
Overcast,11.06666667,0.87,1000.54
Overcast,10.05,0.96,1001.2
Overcast,10.17222222,0.96,1002.33
Overcast,9.977777778,0.96,1001.37
Overcast,9.977777778,0.96,1001.6
Partly Cloudy,7.7,0.87,1014.39
Overcast,9.955555556,0.93,1001.95
Overcast,9.4,0.93,1002.35
Overcast,9.333333333,0.89,1003.51
Mostly Cloudy,8.866666667,0.89,1004.53
Mostly Cloudy,8.911111111,0.89,1005.52
Mostly Cloudy,10.01666667,0.83,1006.76
Mostly Cloudy,11.13888889,0.77,1007.52
Mostly Cloudy,11.22777778,0.76,1008.1
Mostly Cloudy,11.46666667,0.75,1009.2
Partly Cloudy,13.91111111,0.64,1009.61
Partly Cloudy,13.96111111,0.66,1010.62
Mostly Cloudy,15.00555556,0.61,1011.29
Partly Cloudy,15.07222222,0.59,1011.61
Partly Cloudy,14.05,0.59,1012.28
Partly Cloudy,14.37222222,0.63,1012.67
Partly Cloudy,16.13333333,0.55,1012.69
Partly Cloudy,14.00555556,0.58,1012.91
Mostly Cloudy,12.68333333,0.7,1013.41
Partly Cloudy,10.13888889,0.82,1014.2
Partly Cloudy,8.455555556,0.86,1015.12
Partly Cloudy,8.644444444,0.82,1015.66
Mostly Cloudy,12.02222222,0.86,1026.4
Mostly Cloudy,11.05,0.89,1026.6
Partly Cloudy,8.066666667,0.82,1025.7
Partly Cloudy,9.588888889,0.83,1026.38
Mostly Cloudy,9.538888889,0.74,1026.58
Mostly Cloudy,9.655555556,0.75,1026.64
Mostly Cloudy,9.983333333,0.72,1026.97
Overcast,9.983333333,0.72,1027.5
Mostly Cloudy,12.15,0.66,1028.11
Mostly Cloudy,12.82777778,0.64,1028.01
Mostly Cloudy,14.97777778,0.6,1028.11
Partly Cloudy,16.12222222,0.51,1028.11
Partly Cloudy,16.22777778,0.57,1027.98
Partly Cloudy,15.31666667,0.6,1027.59
Partly Cloudy,16.55,0.5,1027.56
Partly Cloudy,17.42777778,0.53,1026.9
Partly Cloudy,17.84444444,0.5,1026.32
Partly Cloudy,17.45555556,0.4,1025.89
Partly Cloudy,17.31111111,0.44,1025.52
Partly Cloudy,15.20555556,0.5,1025.43
Clear,14.18888889,0.54,1025.81
Clear,12.17222222,0.67,1025.94
Clear,10.6,0.76,1025.95
Clear,8.916666667,0.8,1025.97
Partly Cloudy,9.422222222,0.77,1025.76
Clear,8.794444444,0.8,1025.58
Partly Cloudy,8.044444444,0.78,1022.14
Partly Cloudy,6.688888889,0.89,1025.48
Clear,6.666666667,0.86,1025.47
Clear,7.677777778,0.83,1025.4
Clear,7.177777778,0.8,1025.56
Clear,8.872222222,0.83,1025.66
Clear,11.06666667,0.77,1025.69
Clear,13.84444444,0.67,1025.83
Clear,17.15555556,0.58,1025.35
Clear,18.88888889,0.45,1025.02
Clear,20.04444444,0.37,1024.43
Partly Cloudy,21.17777778,0.32,1024.03
Mostly Cloudy,20.27777778,0.3,1023.64
Mostly Cloudy,19.21111111,0.39,1022.91
Mostly Cloudy,20.18333333,0.36,1022.52
Mostly Cloudy,19.33888889,0.31,1022.19
Mostly Cloudy,17.96111111,0.42,1021.83
Mostly Cloudy,16.31111111,0.51,1021.73
Mostly Cloudy,15.24444444,0.49,1022.13
Partly Cloudy,11.34444444,0.69,1022.05
Partly Cloudy,12.11111111,0.61,1022.17
Partly Cloudy,10.70555556,0.67,1022.09
Partly Cloudy,9.4,0.76,1021.68
Partly Cloudy,9.283333333,0.8,1021.39
Clear,6.783333333,0.89,1018.74
Partly Cloudy,7.85,0.78,1020.88
Partly Cloudy,6.805555556,0.81,1020.47
Partly Cloudy,7.305555556,0.78,1020.14
Partly Cloudy,6.233333333,0.85,1020.09
Mostly Cloudy,8.85,0.83,1020.09
Mostly Cloudy,11.89444444,0.72,1020.07
Overcast,11.36666667,0.75,1020.04
Partly Cloudy,13.96111111,0.66,1019.85
Mostly Cloudy,14.8,0.57,1019.33
Partly Cloudy,16.11666667,0.55,1018.98
Partly Cloudy,14.14444444,0.65,1018.75
Partly Cloudy,13.48888889,0.65,1018.33
Partly Cloudy,13.79444444,0.72,1018.07
Partly Cloudy,14,0.59,1018.04
Partly Cloudy,13.80555556,0.61,1017.84
Partly Cloudy,12.86111111,0.68,1017.94
Partly Cloudy,12.28888889,0.72,1017.94
Partly Cloudy,10.15,0.83,1017.98
Partly Cloudy,8.961111111,0.89,1018.25
Partly Cloudy,8.916666667,0.86,1018.37
Partly Cloudy,8.55,0.87,1018.36
Clear,6.944444444,0.89,1018.25
Clear,5.855555556,0.93,1018.26
Mostly Cloudy,10.51111111,0.9,1017.39
Clear,5.811111111,0.96,1017.85
Clear,5.277777778,0.96,1018.05
Clear,4.816666667,0.93,1017.91
Partly Cloudy,5.188888889,1,1017.98
Partly Cloudy,8.938888889,0.93,1018.45
Partly Cloudy,10.00555556,0.92,1018.67
Partly Cloudy,12.78333333,0.77,1018.65
Partly Cloudy,15.00555556,0.67,1018.54
Partly Cloudy,16.95,0.55,1018.41
Partly Cloudy,17.2,0.63,1018.14
Partly Cloudy,17.73333333,0.52,1017.94
Mostly Cloudy,17.39444444,0.53,1017.79
Mostly Cloudy,17.76111111,0.56,1017.53
Partly Cloudy,18.66666667,0.61,1017.09
Partly Cloudy,17.80555556,0.5,1016.94
Partly Cloudy,17.55,0.53,1016.81
Mostly Cloudy,12.86666667,0.83,1016.89
Partly Cloudy,13.2,0.79,1017.64
Partly Cloudy,12.22222222,0.8,1018.15
Mostly Cloudy,11.69444444,0.86,1018.17
Mostly Cloudy,11.67777778,0.82,1017.92
Mostly Cloudy,10.51111111,0.89,1017.68
Mostly Cloudy,11.04444444,0.89,1017.55
Mostly Cloudy,10.55555556,0.9,1017.62
Mostly Cloudy,10.6,0.93,1016.95
Mostly Cloudy,10.57777778,0.93,1016.85
Mostly Cloudy,10.55555556,0.93,1016.82
Mostly Cloudy,10.05,0.93,1017.02
Mostly Cloudy,11.06666667,0.93,1017.03
Mostly Cloudy,12.15,0.87,1017.18
Mostly Cloudy,13.83888889,0.83,1017.31
Mostly Cloudy,13.88888889,0.77,1017.21
Partly Cloudy,14.87222222,0.69,1017.12
Partly Cloudy,16.95555556,0.64,1016.83
Partly Cloudy,16.02777778,0.72,1016.34
Partly Cloudy,17.11111111,0.59,1016.33
Partly Cloudy,18.68888889,0.61,1015.99
Partly Cloudy,18.67777778,0.5,1015.52
Partly Cloudy,18.57222222,0.5,1015.37
Partly Cloudy,17.70555556,0.53,1015.23
Partly Cloudy,17.07777778,0.59,1015.12
Partly Cloudy,14.15555556,0.71,1015.57
Partly Cloudy,12.66111111,0.78,1015.81
Partly Cloudy,11.50555556,0.81,1016.04
Partly Cloudy,10.83888889,0.86,1016.17
Partly Cloudy,8.85,0.93,1016.22
Clear,8.6,0.93,1016.13
Clear,8.494444444,0.93,1015.99
Clear,7.666666667,0.96,1015.63
Foggy,6.627777778,0.96,1015.42
Foggy,6.4,0.96,1015.33
Foggy,7.088888889,1,1015.42
Clear,9.872222222,1,1015.41
Clear,13.62222222,0.85,1015.37
Partly Cloudy,16.04444444,0.72,1015.42
Partly Cloudy,17.82777778,0.7,1015.28
Partly Cloudy,18.73333333,0.57,1015.08
Partly Cloudy,19.95555556,0.53,1014.49
Partly Cloudy,20.02777778,0.46,1013.89
Partly Cloudy,21.07222222,0.51,1013.37
Partly Cloudy,21.16111111,0.46,1012.49
Partly Cloudy,22.17777778,0.36,1011.79
Partly Cloudy,21.21111111,0.41,1011.44
Partly Cloudy,21.18333333,0.42,1011.09
Partly Cloudy,19.00555556,0.52,1011.1
Partly Cloudy,17.45555556,0.56,1011.44
Partly Cloudy,12.84444444,0.77,1011.82
Partly Cloudy,13.8,0.73,1012.21
Partly Cloudy,13.13888889,0.76,1011.91
Mostly Cloudy,1.016666667,0.78,1015.68
Mostly Cloudy,5.55,0.78,1013.77
Mostly Cloudy,-0.116666667,0.86,1013.72
Mostly Cloudy,0.972222222,0.85,1012.37
Mostly Cloudy,0.15,0.9,1012.33
Mostly Cloudy,-0.044444444,0.89,1011.71
Clear,0.005555556,0.92,1011.33
Mostly Cloudy,1.011111111,0.86,1011.13
Overcast,2.688888889,0.82,1010.9
Overcast,3.794444444,0.82,1010.62
Overcast,5.894444444,0.72,1010.57
Overcast,5.877777778,0.71,1010.72
Overcast,6.9,0.67,1010.61
Clear,7.016666667,0.67,1010.19
Overcast,6.944444444,0.75,1009.96
Overcast,5.95,0.87,1010.4
Overcast,5.055555556,0.93,1011.74
Overcast,5.022222222,0.93,1011.99
Overcast,6.088888889,0.86,1012.29
Overcast,6.15,0.87,1012.54
Clear,6.116666667,0.86,1012.43
Overcast,6.116666667,0.89,1012.93
Overcast,6.216666667,0.88,1013.6
Overcast,6.138888889,0.85,1013.42
Clear,6.716666667,0.82,1023.78
Clear,-0.072222222,0.85,1031.58
Clear,7.733333333,0.73,1024.45
Clear,7.155555556,0.68,1024.55
Clear,6.711111111,0.71,1025.15
Clear,5.05,0.76,1025.45
Partly Cloudy,4.094444444,0.81,1025.84
Partly Cloudy,5.916666667,0.71,1026.13
Partly Cloudy,7.222222222,0.65,1026.62
Breezy and Partly Cloudy,8.866666667,0.58,1027.15
Breezy and Partly Cloudy,9.827777778,0.55,1027.5
Breezy and Mostly Cloudy,9.95,0.58,1027.77
Breezy and Mostly Cloudy,9.977777778,0.58,1028.05
Mostly Cloudy,9.944444444,0.58,1028.51
Mostly Cloudy,10.05,0.54,1028.88
Partly Cloudy,9.955555556,0.57,1029.3
Partly Cloudy,8.761111111,0.62,1029.95
Partly Cloudy,6.155555556,0.75,1030.65
Partly Cloudy,4.027777778,0.75,1031.29
Partly Cloudy,3.988888889,0.75,1032.06
Clear,2.827777778,0.76,1032.65
Clear,2.161111111,0.75,1033.14
Clear,1.266666667,0.79,1033.36
Clear,-0.477777778,0.85,1033.52
Clear,-0.477777778,0.85,1033.31
Mostly Cloudy,3.655555556,0.83,1019.83
Partly Cloudy,-1.005555556,0.88,1032.62
Partly Cloudy,-1.027777778,0.92,1032.21
Partly Cloudy,0.161111111,0.89,1031.54
Partly Cloudy,-0.083333333,0.85,1031.13
Partly Cloudy,-1.144444444,0.88,1030.54
Mostly Cloudy,-0.094444444,0.86,1030.6
Mostly Cloudy,0.961111111,0.85,1030.21
Mostly Cloudy,4.822222222,0.77,1029.92
Partly Cloudy,6.955555556,0.67,1029.48
Partly Cloudy,8.861111111,0.58,1028.57
Mostly Cloudy,8.888888889,0.5,1027.36
Mostly Cloudy,8.888888889,0.5,1026.33
Mostly Cloudy,8.911111111,0.54,1025.53
Mostly Cloudy,8.838888889,0.54,1024.23
Mostly Cloudy,7.322222222,0.6,1023.07
Mostly Cloudy,6.111111111,0.65,1022.14
Mostly Cloudy,5.022222222,0.7,1021.43
Overcast,5,0.76,1020.88
Overcast,5,0.76,1019.99
Overcast,4.466666667,0.79,1019.55
Overcast,4.416666667,0.79,1018.69
Overcast,3.938888889,0.82,1018.26
Overcast,3.911111111,0.85,1017.28
Partly Cloudy,3.188888889,0.85,1012.24
Overcast,4.466666667,0.82,1015.97
Overcast,4.516666667,0.81,1015.17
Overcast,5.05,0.78,1014.48
Overcast,4.933333333,0.76,1013.64
Overcast,4.983333333,0.76,1012.76
Clear,4.922222222,0.77,1012.31
Overcast,5.955555556,0.77,1012.04
Overcast,6.066666667,0.77,1011.87
Overcast,7.216666667,0.72,1011.76
Clear,6.25,0.86,1012.76
Overcast,6.227777778,0.93,1011.45
Mostly Cloudy,7.233333333,0.93,1010.17
Mostly Cloudy,7.266666667,0.93,1009.91
Mostly Cloudy,7.777777778,0.89,0
Mostly Cloudy,7.244444444,0.87,1009.85
Mostly Cloudy,7.25,0.86,0
Mostly Cloudy,6.188888889,0.93,0
Mostly Cloudy,6.1,0.93,1010.6
Mostly Cloudy,5.072222222,0.92,1010.32
Mostly Cloudy,4.611111111,0.95,1011.11
Mostly Cloudy,4.644444444,0.95,1011.54
Partly Cloudy,4.466666667,0.89,1011.33
Partly Cloudy,3.916666667,0.85,1011.52
Mostly Cloudy,6.311111111,0.76,1012.83
Partly Cloudy,4.466666667,0.79,1011.46
Partly Cloudy,3.377777778,0.82,1011.38
Partly Cloudy,3.816666667,0.8,1011.6
Partly Cloudy,3.377777778,0.82,1011.47
Partly Cloudy,2.916666667,0.82,1012.23
Partly Cloudy,2.5,0.85,1013.14
Partly Cloudy,5,0.81,1013.66
Breezy and Partly Cloudy,6.133333333,0.76,1013.78
Breezy and Partly Cloudy,7.211111111,0.7,1014.31
Breezy and Partly Cloudy,7.822222222,0.63,1014.46
Breezy and Partly Cloudy,8.883333333,0.63,1014.56
Partly Cloudy,8.988888889,0.57,1014.71
Partly Cloudy,8.883333333,0.58,1014.55
Partly Cloudy,8.861111111,0.54,1015.33
Partly Cloudy,7.427777778,0.63,1015.7
Mostly Cloudy,6.177777778,0.7,1015.81
Mostly Cloudy,5.116666667,0.76,1015.97
Partly Cloudy,4.272222222,0.81,1015.85
Mostly Cloudy,4.094444444,0.81,1015.26
Mostly Cloudy,4.538888889,0.82,1014.94
Mostly Cloudy,5.633333333,0.76,1014.48
Overcast,5.672222222,0.79,1013.45
Overcast,6.227777778,0.75,1013.24
Mostly Cloudy,8.072222222,0.84,1019.29
Overcast,6.761111111,0.75,1012.87
Overcast,6.761111111,0.79,1012.97
Overcast,6.7,0.8,1013.21
Overcast,7.311111111,0.79,1013.46
Overcast,7.822222222,0.83,1013.59
Overcast,7.811111111,0.77,1014.4
Mostly Cloudy,8.983333333,0.77,1014.72
Mostly Cloudy,10.99444444,0.71,1015.31
Mostly Cloudy,11.78333333,0.73,1015.76
Mostly Cloudy,11.2,0.71,1015.81
Mostly Cloudy,12.28888889,0.71,1016.35
Mostly Cloudy,12.74444444,0.64,1016.13
Mostly Cloudy,12.88888889,0.68,1015.98
Mostly Cloudy,13.86111111,0.64,1016.19
Mostly Cloudy,12.21111111,0.71,1016.7
Mostly Cloudy,11.16111111,0.76,1017.29
Partly Cloudy,9.005555556,0.83,1017.81
Partly Cloudy,8.155555556,0.83,1018.82
Partly Cloudy,7.333333333,0.79,1018.9
Partly Cloudy,7.383333333,0.86,1019.29
Mostly Cloudy,7.661111111,0.88,1019.68
Mostly Cloudy,7.938888889,0.89,1019.9
Mostly Cloudy,7.916666667,0.92,1020.29
Mostly Cloudy,8.05,0.88,1021.09
Partly Cloudy,7.344444444,0.88,1020.78
Partly Cloudy,7.744444444,0.86,1020.8
Partly Cloudy,6.9,0.88,1020.99
Clear,5.605555556,0.89,1021.49
Partly Cloudy,5.1,0.93,1021.6
Clear,5.177777778,0.93,1022.15
Clear,7.766666667,0.95,1022.7
Clear,11.07222222,0.8,1022.69
Partly Cloudy,13.66666667,0.68,1022.87
Partly Cloudy,16.03888889,0.58,1022.61
Partly Cloudy,17.22222222,0.54,1022.27
Partly Cloudy,17.6,0.56,1022.06
Partly Cloudy,17.77777778,0.56,1021.57
Partly Cloudy,16.15555556,0.62,1021.18
Partly Cloudy,13.01666667,0.75,1021.63
Partly Cloudy,11.26666667,0.76,1021.67
Partly Cloudy,10.02222222,0.83,1022.07
Partly Cloudy,9.111111111,0.83,1022.21
Partly Cloudy,7.844444444,0.89,1021.98
Partly Cloudy,8.311111111,0.83,1022.27
Partly Cloudy,7.855555556,0.86,1022.33
Partly Cloudy,7.2,0.86,1022.17
Partly Cloudy,6.683333333,0.86,1022.26
Partly Cloudy,6.388888889,0.89,1022.19
Partly Cloudy,5.994444444,0.87,1022.16
Partly Cloudy,5.533333333,0.89,1021.96
Partly Cloudy,6.238888889,0.93,1021.67
Partly Cloudy,7.527777778,0.87,1021.38
Partly Cloudy,8.538888889,0.9,1021.17
Partly Cloudy,8.372222222,0.85,1021.36
Mostly Cloudy,8.727777778,0.84,1021.64
Clear,11.08888889,0.77,1021.54
Partly Cloudy,13.75555556,0.68,1021.59
Partly Cloudy,17.15,0.58,1021.14
Partly Cloudy,18.81666667,0.48,1020.44
Partly Cloudy,18.71666667,0.48,1020.12
Partly Cloudy,18.88333333,0.52,1019.44
Partly Cloudy,17.84444444,0.56,1019.34
Partly Cloudy,15.15,0.62,1019.53
Partly Cloudy,13.03333333,0.68,1019.43
Clear,12.36666667,0.72,1019.64
Clear,10.36111111,0.77,1019.94
Clear,9.033333333,0.82,1020.04
Clear,8.405555556,0.83,1020.35
Clear,8.061111111,0.83,1020.52
Clear,8.266666667,0.83,1020.45
Clear,6.25,0.89,1020.55
Mostly Cloudy,9.166666667,0.79,1020.61
Partly Cloudy,6.322222222,0.89,1020.43
Partly Cloudy,5.861111111,0.88,1020.42
Partly Cloudy,6.416666667,0.89,1020.04
Mostly Cloudy,7.322222222,0.86,1019.83
Clear,7.344444444,0.83,1019.71
Mostly Cloudy,7.144444444,0.86,1019.91
Mostly Cloudy,7.922222222,0.82,1020.12
Partly Cloudy,11.13888889,0.71,1020.2
Mostly Cloudy,12.80555556,0.64,1020.16
Mostly Cloudy,15.20555556,0.59,1019.81
Mostly Cloudy,17.36111111,0.52,1019.39
Partly Cloudy,17.81666667,0.49,1019.03
Partly Cloudy,17.86666667,0.52,1018.52
Partly Cloudy,17.35555556,0.54,1018.53
Partly Cloudy,15.25555556,0.61,1018.9
Partly Cloudy,13.03333333,0.71,1019.14
Partly Cloudy,13.01111111,0.71,1019.53
Partly Cloudy,12.32777778,0.72,1019.71
Mostly Cloudy,12.89444444,0.69,1019.65
Mostly Cloudy,12.32222222,0.72,1019.75
Mostly Cloudy,12.05555556,0.7,1020
Mostly Cloudy,11.63333333,0.69,1020.16
Partly Cloudy,11.09444444,0.72,1020.45
Mostly Cloudy,8.833333333,0.8,1023.85
Partly Cloudy,7.366666667,0.79,1020.74
Clear,6.694444444,0.8,1020.84
Clear,5.744444444,0.86,1021.07
Clear,5.138888889,0.86,1021.03
Clear,5.094444444,0.86,1020.95
Clear,5.016666667,0.87,1021.42
Partly Cloudy,7.2,0.8,1022.04
Partly Cloudy,10.16111111,0.71,1022.33
Partly Cloudy,13.69444444,0.64,1022.49
Partly Cloudy,16.11111111,0.56,1022.33
Partly Cloudy,17.77777778,0.52,1021.84
Mostly Cloudy,18.66666667,0.49,1021.82
Mostly Cloudy,17.36111111,0.54,1021.54
Mostly Cloudy,16.22777778,0.58,1021.83
Mostly Cloudy,14.4,0.65,1022
Mostly Cloudy,12.87222222,0.72,1022.34
Mostly Cloudy,12.26666667,0.72,1022.57
Mostly Cloudy,11.21666667,0.76,1023.02
Mostly Cloudy,11.15555556,0.77,1023.36
Partly Cloudy,11.06666667,0.72,1023.76
Partly Cloudy,10.44444444,0.73,1024.01
Partly Cloudy,9.005555556,0.8,1024.45
Mostly Cloudy,9.422222222,0.78,1024.56
Mostly Cloudy,7.933333333,0.86,1022.38
Mostly Cloudy,8.938888889,0.8,1024.61
Mostly Cloudy,7.85,0.83,1024.67
Mostly Cloudy,7.477777778,0.86,1024.71
Clear,7.877777778,0.89,1024.5
Overcast,8.405555556,0.86,1024.68
Mostly Cloudy,7.516666667,0.86,1025.15
Mostly Cloudy,7.872222222,0.89,1025.37
Clear,10.02777778,0.83,1025.46
Clear,12.13888889,0.75,1025.42
Clear,12.84444444,0.72,1024.79
Mostly Cloudy,15.04444444,0.62,1024.39
Mostly Cloudy,16.08333333,0.61,1024.21
Partly Cloudy,16.15555556,0.58,1023.68
Mostly Cloudy,13.93333333,0.67,1023.67
Clear,12.87222222,0.71,1023.65
Clear,12.17222222,0.73,1023.28
Clear,12.02777778,0.73,1023.28
Clear,10.08333333,0.83,1023.08
Clear,9.855555556,0.78,1022.82
Mostly Cloudy,8.7,0.84,1023.08
Mostly Cloudy,7.727777778,0.87,1023.21
Partly Cloudy,7.15,0.89,1022.87
Overcast,6.111111111,0.82,1013.73
Mostly Cloudy,-0.211111111,0.67,1020.08
Overcast,6.061111111,0.73,1013.98
Overcast,6.038888889,0.71,1014.07
Overcast,4.977777778,0.73,1014.16
Partly Cloudy,3.838888889,0.7,1014.48
Partly Cloudy,2.777777778,0.76,1015.16
Partly Cloudy,2.822222222,0.7,1015.76
Partly Cloudy,2.777777778,0.7,1016.34
Breezy and Partly Cloudy,3.888888889,0.64,1016.56
Breezy and Partly Cloudy,4.983333333,0.59,1016.97
Breezy and Partly Cloudy,5.927777778,0.5,1016.9
Breezy and Partly Cloudy,5.994444444,0.46,1016.91
Breezy and Partly Cloudy,5.105555556,0.44,1017.39
Breezy and Mostly Cloudy,3.866666667,0.48,1017.77
Breezy and Mostly Cloudy,2.8,0.56,1018.08
Breezy and Partly Cloudy,2.827777778,0.51,1018.38
Breezy and Partly Cloudy,2.733333333,0.48,1019.01
Partly Cloudy,1.088888889,0.51,1019.9
Partly Cloudy,1.055555556,0.51,1020.34
Partly Cloudy,-0.072222222,0.57,1020.39
Partly Cloudy,-0.627777778,0.57,1020.8
Partly Cloudy,-1.638888889,0.61,1021.03
Partly Cloudy,-1.716666667,0.67,1021.08
Partly Cloudy,7.638888889,0.87,1022.58
Mostly Cloudy,7.083333333,0.9,1017.55
Clear,7.7,0.89,0
Mostly Cloudy,8.061111111,0.87,1021.49
Mostly Cloudy,8.05,0.87,1021.1
Clear,7.65,0.89,0
Clear,7.072222222,0.93,1020.9
Clear,5.833333333,0.94,1021.49
Clear,7.172222222,0.93,0
Clear,8.811111111,0.89,1021.4
Clear,9.905555556,0.84,1021.27
Clear,12.10555556,0.73,1020.89
Clear,12.70555556,0.72,1020.1
Clear,12.74444444,0.72,1019.66
Clear,12.75,0.72,0
Clear,12.75,0.72,1019
Clear,11.3,0.76,1018.83
Clear,9.922222222,0.83,1018.5
Partly Cloudy,8.833333333,0.81,1018.41
Clear,7.311111111,0.87,1018.55
Partly Cloudy,6.266666667,0.87,1018.11
Clear,5.783333333,0.93,1018
Partly Cloudy,6.905555556,0.9,1017.75
Mostly Cloudy,7.777777778,0.87,1017.59
Overcast,7.266666667,0.9,1017.07
Mostly Cloudy,7.677777778,0.93,1007.27
Overcast,6.694444444,0.93,1016.11
Overcast,6.755555556,0.93,1016.23
Overcast,6.738888889,0.96,1015.58
Clear,7.222222222,0.93,0
Clear,7.222222222,0.93,0
Clear,7.188888889,0.94,1014.03
Overcast,7.222222222,0.93,1013.9
Overcast,7.311111111,1,1013.67
Foggy,7.894444444,0.96,1013.21
Foggy,8.861111111,0.93,1012.86
Foggy,9.927777778,0.93,1011.97
Foggy,10.85555556,0.88,1011.22
Overcast,10.99444444,0.87,1010.28
Mostly Cloudy,11.01111111,0.86,1009.62
Overcast,10.10555556,0.92,1009.33
Mostly Cloudy,9.95,0.87,1008.78
Mostly Cloudy,9.95,0.87,1008.45
Mostly Cloudy,9.005555556,0.9,1008.13
Overcast,8.888888889,0.89,1007.57
Overcast,8.888888889,0.89,1007.17
Overcast,8.411111111,0.95,1006.87
Mostly Cloudy,8.311111111,0.93,1006.05
Overcast,8.288888889,0.9,1005.38
Mostly Cloudy,8.222222222,0.85,1001.89
Partly Cloudy,7.711111111,0.9,1004.68
Mostly Cloudy,7.711111111,0.9,1004.07
Partly Cloudy,7.416666667,0.91,1003.54
Clear,7.083333333,0.87,1003.18
Clear,6.044444444,0.93,1002.87
Clear,7.15,0.87,1002.69
Clear,7.594444444,0.9,1002.37
Mostly Cloudy,8.822222222,0.89,1001.88
Mostly Cloudy,10.87777778,0.81,1001.81
Mostly Cloudy,11.13333333,0.8,1001.48
Mostly Cloudy,12.68333333,0.78,1000.87
Mostly Cloudy,13.81111111,0.74,1000.04
Mostly Cloudy,13.81111111,0.72,0
Clear,12.77777778,0.72,0
Mostly Cloudy,11.26111111,0.77,1000.14
Partly Cloudy,10.04444444,0.83,1000.07
Partly Cloudy,9.972222222,0.78,1000.38
Mostly Cloudy,9.8,0.79,1000.23
Mostly Cloudy,9.833333333,0.78,1000.13
Mostly Cloudy,9.811111111,0.78,1000.33
Mostly Cloudy,9.305555556,0.79,1000.33
Mostly Cloudy,7.8,0.86,1000.73
Mostly Cloudy,8.311111111,0.84,1000.83
Overcast,7.483333333,0.89,1011.89
Overcast,9.377777778,0.81,1001.43
Overcast,8.866666667,0.89,1001.62
Overcast,8.444444444,0.93,1001.71
Overcast,8.794444444,0.93,1001.86
Mostly Cloudy,8.844444444,0.93,1002.54
Mostly Cloudy,8.805555556,0.93,1002.99
Overcast,9.883333333,0.87,1004.02
Overcast,8.888888889,0.94,1004.89
Partly Cloudy,10.03333333,0.93,1005.56
